,游戏名称,评分,类别,语言,热度,最后更新时间,游戏版本,资费,开发商,支持系统,评论数,喜欢数,开发游戏个数,isdata,score,Chinese,English,Japanese,Korean,heat,year,month,day,pay,system,containGames,gameversion
415,索尼克大跳跃,,动作游戏,中文,43℃,2016/5/6,2.0.2,完全免费,SEGA世嘉,2.3.3以上,772,99,14,0,0,1,0,0,0,43,0,7,239,1,2.33,0,2 
416,天才杀手汉化版,6.6,模拟经营,中文,43℃,2016/4/8,1.4.2,完全免费,Патюк Сергей,2.3以上,599,1543,1,0,0,1,0,0,0,43,0,8,267,1,2.3,0,1 
417,终极格斗冠军赛(含数据包),7.8,格斗游戏,中文,43℃,2016/3/17,1.9.911319,完全免费,EA,2.3.3以上,1892,1108,28,1,1,1,0,0,0,43,0,9,289,1,2.33,0,1 
418,幸存者:遗忘的森林(含数据包),7.9,模拟经营,英文,43℃,2016/3/7,1.2.3,完全免费,Starship Studio,2.3以上,3378,2267,1,1,1,0,1,0,0,43,0,9,299,1,2.3,0,1 
419,最终幻想:维度(含数据包),6,角色扮演,中文,43℃,2013/12/6,1.0.2,完全免费,SQEX,2.3.3以上,894,513,18,1,0,1,0,0,0,43,3,36,1121,1,2.33,0,1 
420,大大大战争,5.5,策略塔防,英文,43℃,2015/11/4,1.5.3,完全免费,Rubicon Development,2.3.3以上,1213,478,3,0,0,0,1,0,0,43,1,13,423,1,2.33,0,1 
421,僵尸公路,6.8,竞速游戏,英文,43℃,2015/9/15,1.10.7,完全免费,Auxbrain Inc,2.3以上,743,91,1,0,0,0,1,0,0,43,1,15,473,1,2.3,0,1 
422,质量效应:渗透者,6,射击游戏,英文,43℃,2015/9/14,1.0.39,完全免费,EA,2.2以上,2555,1285,28,0,0,0,1,0,0,43,1,15,474,1,2.2,0,1 
423,棍子英雄,5.1,益智休闲,英文,43℃,2015/4/29,1.5,完全免费,Ketchapp,2.3以上,527,137,2,0,0,0,1,0,0,43,1,20,612,1,2.3,0,1 
424,不再犹豫全解锁版(含数据包),8.6,射击游戏,英文,43℃,2014/5/12,1.29,完全免费,,2.3.3以上,5510,1237,0,1,1,0,1,0,0,43,2,31,964,1,2.33,0,1 
425,逃脱本色:门和房间(含数据包),6.3,冒险解谜,中文,43℃,2015/1/22,1.5.7,完全免费,Gameday Inc.,2.2以上,1324,275,2,1,0,1,0,0,0,43,1,23,709,1,2.2,0,1 
426,Solo吉他软件,,益智休闲,英文,43℃,2014/11/13,1.7,完全免费,Coding Caveman,2.3.3以上,684,57,1,0,0,0,1,0,0,43,2,25,779,1,2.33,0,1 
427,蜘蛛侠i9100版(含数据包),8,动作游戏,中文,43℃,2014/6/26,1.0.2,完全免费,Gameloft,2.0以上,2035,195,32,1,1,1,0,0,0,43,2,30,919,1,2,0,1 
428,极限摩托2(含数据包),7.8,竞速游戏,英文,43℃,2011/12/1,2.8,完全免费,Deemedya m.s. ltd.,2.1以上,1315,213,3,1,1,0,1,0,0,43,5,60,1857,1,2.1,0,2 
429,迷你英雄(含数据包),5.5,射击游戏,英文,43℃,2013/12/7,4.3.4,完全免费,Triniti Interactive Ltd.,2.0.1以上,1617,398,6,1,0,0,1,0,0,43,3,36,1120,1,2.01,0,4 
430,近地轨道防御2(含数据包),6.1,射击游戏,英文,43℃,2013/12/7,1.0.4,完全免费,Gameloft,2.0以上,2365,1072,32,1,0,0,1,0,0,43,3,36,1120,1,2,0,1 
431,钓大鱼完整版,,益智休闲,英文,43℃,2013/12/3,1.7,完全免费,Rocketmind,2.0.1以上,784,45,1,0,0,0,1,0,0,43,3,36,1124,1,2.01,0,1 
432,击倒铝罐2,,射击游戏,英文,43℃,2013/9/21,1.14,完全免费,iDreams,2.0.1以上,793,37,4,0,0,0,1,0,0,43,3,39,1197,1,2.01,0,1 
433,前线突击队(含数据包),8.1,射击游戏,英文,43℃,2013/7/31,3.0.3,完全免费,Glu,2.1以上,7207,883,38,1,1,0,1,0,0,43,3,41,1249,1,2.1,0,3 
434,萌军赶死队修改版,5.1,策略塔防,"中文, 韩文",43℃,2013/6/17,1.0.0,完全免费,Com2uS,2.1以上,2163,369,21,0,0,1,0,0,1,43,3,42,1293,1,2.1,0,1 
435,绵羊特工,,益智休闲,英文,43℃,2013/5/20,1.2,完全免费,BeepGames,2.0.1以上,557,13,1,0,0,0,1,0,0,43,3,43,1321,1,2.01,1,1 
436,空袭警报,,飞行游戏,英文,43℃,2013/3/19,1.1.1,完全免费,JoJoGame,2.2以上,595,9,1,0,0,0,1,0,0,43,3,45,1383,1,2.2,0,1 
437,极品飞车17修改器,6.3,游戏工具,中文,43℃,2013/3/5,1,完全免费,,2.1以上,1157,463,0,0,0,1,0,0,0,43,3,45,1397,1,2.1,0,1
438,极限摩托车,,竞速游戏,英文,43℃,2012/10/25,1.8.7,完全免费,Camel,1.6以上,822,12,1,0,0,0,1,0,0,43,4,50,1528,1,1.6,0,1 
439,勇猛二兄弟(含数据包),8.1,射击游戏,英文,43℃,2012/8/8,3.5.0,完全免费,Glu,2.0以上,4362,43,38,1,1,0,1,0,0,43,4,52,1606,1,2,0,3 
440,纽约过山车,4.9,竞速游戏,英文,43℃,2012/6/28,1.5,完全免费,DigitalChocolate,2.2以上,662,29,1,0,0,0,1,0,0,43,4,54,1647,1,2.2,0,1 
441,灵魂争霸免数据包版,5.4,角色扮演,中文,43℃,2012/6/18,0.7.5,完全免费,,2.3.3以上,947,473,0,0,0,1,0,0,0,43,4,54,1657,1,2.33,0,0 
442,PopStar！消灭星星官方正版,,益智休闲,中文,42℃,2016/9/28,4.5.0,道具收费,掌游天下（北京）信息技术有限公司,2.3以上,649,37,2,0,0,1,0,0,0,42,0,3,94,0,2.3,0,4 
443,火星探险,6.7,益智休闲,中文,42℃,2016/9/28,6,完全免费,Pomelo Games,4.0.3以上,208,522,1,0,0,1,0,0,0,42,0,3,94,1,4.03,1,6
444,炫光动感修改版(含数据包),8.2,音乐游戏,"英文, 中文",42℃,2016/8/24,3.1.1,完全免费,C4Cat,4.0.3以上,3839,3297,1,1,1,1,1,0,0,42,0,4,129,1,4.03,0,3 
445,杀手:狙击手(含数据包),7.5,射击游戏,中文,42℃,2016/8/12,1.7.69607,完全免费,SQEX,4.1以上,5904,3237,18,1,1,1,0,0,0,42,0,4,141,1,4.1,0,1 
446,暖暖的换装物语,5.5,养成游戏,中文,42℃,2016/7/22,4.0.1,道具收费,北京达唯科技股份有限公司,2.3以上,602,106,1,0,0,1,0,0,0,42,0,5,162,0,2.3,0,4 
447,顶级卡车免费版,5.1,竞速游戏,英文,42℃,2016/7/16,1.6.0,完全免费,Ace Viral,2.3以上,569,33,4,0,0,0,1,0,0,42,0,5,168,1,2.3,0,1 
448,小三传奇,8.5,益智休闲,中文,42℃,2016/6/1,1.3.6,完全免费,Sirvo llc,4.0以上,3419,403,1,0,1,1,0,0,0,42,0,6,213,1,4,0,1 
449,行尸走肉第一季完整版(含数据包),8.1,动作游戏,英文,42℃,2016/2/27,1.18,完全免费,Telltale Games,2.3.3以上,9938,3233,3,1,1,0,1,0,0,42,0,10,308,1,2.33,1,1 
450,桥梁构造者:特技,6.3,竞速游戏,"英文, 中文",42℃,2016/2/8,1.4,完全免费,Headup Games,3.2以上,4214,829,1,0,0,1,1,0,0,42,0,10,327,1,3.2,1,1 
451,退休巫师的故事,,策略塔防,中文,42℃,2015/11/24,2.1,完全免费,WestRiver,2.3以上,2027,238,5,0,0,1,0,0,0,42,1,13,403,1,2.3,0,2 
452,疯狂漂移精简版（含数据包）,5.1,竞速游戏,英文,42℃,2015/10/19,1.69,完全免费,Ratrod,3.1以上,610,45,4,1,0,0,1,0,0,42,1,14,439,1,3.1,0,1 
453,王国保卫战:前线汉化版(含数据包),9,策略塔防,中文,42℃,2013/12/7,1.0.2,完全免费,Ironhide Game,4.0以上,8060,2294,3,1,1,1,0,0,0,42,3,36,1120,1,4,0,1 
454,曼陀罗(含数据包),5.7,益智休闲,英文,42℃,2015/9/25,3.0.0,完全免费,雷亚,2.3.3以上,983,590,2,1,0,0,1,0,0,42,1,15,463,1,2.33,0,3 
455,超级跑酷猴,,动作游戏,英文,42℃,2015/9/16,1.0.8,完全免费,Geimo,2.2以上,638,34,1,0,0,0,1,0,0,42,1,15,472,1,2.2,0,1 
456,暗影之刃完整版(含数据包),8,动作游戏,英文,42℃,2014/3/11,1.0.4,完全免费,Crescent Moon,2.3.3以上,3468,860,8,1,1,0,1,0,0,42,2,33,1026,1,2.33,0,1 
457,生命线汉化版,7,冒险解谜,中文,42℃,2015/7/27,1.3.1,完全免费,3 Minute Games,4.0以上,2429,1651,3,0,0,1,0,0,0,42,1,17,523,1,4,1,1 
458,毁灭枪手第二季,5,射击游戏,英文,42℃,2015/7/16,1.27,完全免费,SHADE Inc.,2.2以上,886,192,1,0,0,0,1,0,0,42,1,17,534,1,2.2,0,1 
459,几何战争3:维度(含数据包),7.1,射击游戏,英文,42℃,2015/7/6,1.0.0,完全免费,"Activision Publishing, Inc.",4.0以上,2685,2237,2,1,0,0,1,0,0,42,1,17,544,1,4,0,1 
460,QQ农场,5.1,益智休闲,中文,42℃,2015/7/1,v3.2.1,完全免费,腾讯,2.2以上,622,53,9,0,0,1,0,0,0,42,1,17,549,1,2.2,0,3 
461,迷你赛车(含数据包),5.4,竞速游戏,英文,42℃,2015/3/8,1.8.2,完全免费,The Binary Mill,2.3.3以上,1698,234,1,1,0,0,1,0,0,42,1,21,664,1,2.33,0,1 
462,漂泊,7.4,益智休闲,英文,42℃,2014/12/19,1.2.1,完全免费,Wright Flyer,4.2以上,681,1001,1,0,0,0,1,0,0,42,2,24,743,1,4.2,0,1 
463,龙之勇士之李小龙高通版(含数据包),4.8,动作游戏,中文,42℃,2014/6/11,1.15.26,完全免费,,2.1以上,1530,272,0,1,0,1,0,0,0,42,2,30,934,1,2.1,0,1 
464,死亡效应修改版(含数据包),7.7,射击游戏,英文,42℃,2014/3/3,1.2.1,完全免费,BadFly Interactive,2.3.3以上,2514,1652,2,1,1,0,1,0,0,42,2,33,1034,1,2.33,0,1 
465,兄弟连2,7.7,射击游戏,英文,42℃,2012/7/22,1.1.8,完全免费,Gameloft,2.1以上,6451,1832,32,0,1,0,1,0,0,42,4,53,1623,1,2.1,0,1 
466,摩托车大奖赛(含数据包),7,竞速游戏,英文,42℃,2013/12/7,1.18,完全免费,Technologies XLab,1.6以上,679,54,1,1,0,0,1,0,0,42,3,36,1120,1,1.6,0,1 
467,超级竞速(含数据包),7.6,竞速游戏,中文,42℃,2013/12/6,2.3,完全免费,FISHLABS Entertainment GmbH,2.3.3以上,976,182,4,1,1,1,0,0,0,42,3,36,1121,1,2.33,0,2 
468,地牢猎人(含数据包),5.1,角色扮演,英文,42℃,2013/12/5,3.5.9,完全免费,Gameloft,2.0以上,939,139,32,1,0,0,1,0,0,42,3,36,1122,1,2,0,3 
469,超越光速,,飞行游戏,英文,42℃,2013/8/26,1.4.2,完全免费,CatfishBlues Games,2.2以上,769,56,2,0,0,0,1,0,0,42,3,40,1223,1,2.2,1,1 
470,怪物射击:失落破坏,8,射击游戏,英文,42℃,2013/3/27,1.9,完全免费,Gamelion Studios,2.2以上,933,154,4,0,1,0,1,0,0,42,3,45,1375,1,2.2,0,1 
471,模拟火车,5.2,模拟经营,英文,42℃,2013/4/24,1.3.7,完全免费,N3V Games,2.3以上,811,232,3,0,0,0,1,0,0,42,3,44,1347,1,2.3,1,1 
472,动感超人,5.1,动作游戏,"中文, 韩文",42℃,2012/12/18,1.0.3,完全免费,Com2uS,2.2以上,950,142,21,0,0,1,0,0,1,42,4,48,1474,1,2.2,0,1 
473,禁锢坦克3D完整版,5.2,射击游戏,英文,42℃,2012/12/7,2.14.2,完全免费,Lone Dwarf Games Inc,2.0以上,732,78,2,0,0,0,1,0,0,42,4,48,1485,1,2,1,2 
474,小小大战争,5,策略塔防,英文,42℃,2012/10/29,1.2.8,完全免费,Rubicon Development,2.2以上,818,68,3,0,0,0,1,0,0,42,4,50,1524,1,2.2,0,1 
475,猫骑士VS大恶龙修改版,5.2,动作游戏,中文,41℃,2013/8/29,1.0.2,完全免费,ANIMOCA,2.2以上,650,146,1,0,0,1,0,0,0,41,3,40,1220,1,2.2,0,1 
476,以色列战斗机,5.1,飞行游戏,英文,41℃,2016/9/26,1.3.7,完全免费,Third Wire Productions,4.0.3以上,583,104,1,0,0,0,1,0,0,41,0,3,96,1,4.03,0,1 
477,愤怒的老奶奶玩酷跑内购破解版,7.6,益智休闲,英文,41℃,2016/9/11,1.42,完全免费,Ace Viral,3.0以上,852,85,4,0,1,0,1,0,0,41,0,3,111,1,3,0,1 
478,百变英雄3,7,射击游戏,英文,41℃,2016/8/22,1.34,完全免费,Ravenous Games,2.3以上,2113,560,1,0,0,0,1,0,0,41,0,4,131,1,2.3,1,1 
479,模拟遥控飞机,5,飞行游戏,英文,41℃,2016/8/15,3.07,完全免费,Happy Bytes LLC,2.3.3以上,714,122,1,0,0,0,1,0,0,41,0,4,138,1,2.33,0,3 
480,矢量跑酷完整版,6.5,益智休闲,英文,41℃,2016/7/19,1.2.0,完全免费,Nekki,4.0以上,1071,493,3,0,0,0,1,0,0,41,0,5,165,1,4,0,1 
481,午夜狂飙,7,竞速游戏,英文,41℃,2016/6/20,1.2.6,完全免费,ICLOUDZONE INC.,2.3以上,628,26,2,0,0,0,1,0,0,41,0,6,194,1,2.3,0,1 
482,中国象棋,6,棋牌游戏,中文,41℃,2016/6/17,1.68,完全免费,,1.6以上,675,122,0,0,0,1,0,0,0,41,0,6,197,1,1.6,0,1 
483,90坦克大战,,益智休闲,英文,41℃,2016/6/13,1.3,完全免费,siqi,2.3以上,615,55,1,0,0,0,1,0,0,41,0,6,201,1,2.3,0,1 
484,住宅梦物语汉化版,5.4,模拟经营,中文,41℃,2012/11/20,1.0.0,完全免费,Kairosoft,2.2以上,938,345,8,0,0,1,0,0,0,41,4,49,1502,1,2.2,0,1 
485,神剑,5.1,动作游戏,英文,41℃,2016/4/28,3.3,完全免费,LootWorks,2.3以上,668,84,1,0,0,0,1,0,0,41,0,8,247,1,2.3,0,3 
486,找你妹2015,8,益智休闲,中文,41℃,2016/3/9,4.0.4,道具收费,北京分播时代网络科技有限公司,2.3.3以上,777,54,1,0,1,1,0,0,0,41,0,9,297,0,2.33,0,4 
487,3D跑酷,,体育运动,英文,41℃,2016/3/1,1.74,完全免费,Ezone,2.3以上,803,41,4,0,0,0,1,0,0,41,0,9,305,1,2.3,0,1 
488,愤怒的火柴人3修改版,4.8,动作游戏,英文,41℃,2013/4/21,1.0.1,完全免费,Miniclip,2.1以上,1192,221,2,0,0,0,1,0,0,41,3,44,1350,1,2.1,0,1 
489,雷电复刻版(含数据包),4.7,飞行游戏,英文,41℃,2015/7/21,1.9,完全免费,DotEmu,2.3.3以上,744,134,2,1,0,0,1,0,0,41,1,17,529,1,2.33,0,1 
490,DJMAXRAY(含数据包),7.7,音乐游戏,英文,41℃,2015/7/2,1.4.7,完全免费,Neowiz,2.3以上,854,563,4,1,1,0,1,0,0,41,1,17,548,1,2.3,0,1 
491,流亡:远殖民地汉化版(含数据包),8.2,角色扮演,中文,41℃,2015/1/7,2.17,完全免费,Crescent Moon,4.0以上,3380,5355,8,1,1,1,0,0,0,41,1,23,724,1,4,0,2 
492,火焰VS外传:亡灵塔,5,策略塔防,中文,41℃,2015/5/19,1.25.1,道具收费,广州火蚂蚁软件开发有限公司,2.3以上,664,168,1,0,0,1,0,0,0,41,1,19,592,0,2.3,0,1 
493,魔窟冒险(含数据包),8.4,动作游戏,英文,41℃,2015/5/8,1.1.9,完全免费,,2.3以上,5098,3717,0,1,1,0,1,0,0,41,1,19,603,1,2.3,0,1 
494,花式投篮大赛,,体育运动,英文,41℃,2015/4/24,4.4.0,完全免费,,2.3以上,587,50,0,0,0,0,1,0,0,41,1,20,617,1,2.3,0,4 
495,引火精灵:第二个影子,8.2,动作游戏,英文,41℃,2015/2/17,1.5,完全免费,Surprise Attack Pty Ltd,2.3以上,3487,1016,1,0,1,0,1,0,0,41,1,22,683,1,2.3,0,1 
496,精神病院3汉化版(含数据包),8.1,冒险解谜,中文,41℃,2014/12/30,1.01,完全免费,AGaming+,4.0以上,6603,3086,1,1,1,1,0,0,0,41,2,24,732,1,4,0,1 
497,灵魂争霸(含数据包),5,角色扮演,英文,41℃,2014/11/5,2.7.8,完全免费,MobileBits GmbH,2.3.3以上,2436,412,1,1,0,0,1,0,0,41,2,25,787,1,2.33,0,2 
498,深渊:伊甸的幽灵完整版(含数据包),7.1,冒险解谜,中文,41℃,2014/10/20,1.3,完全免费,G5,2.3以上,1390,888,13,1,0,1,0,0,0,41,2,26,803,1,2.3,0,1 
499,战地坦克,5,射击游戏,英文,41℃,2014/5/13,1.5,完全免费,sd,2.0.1以上,867,191,1,0,0,0,1,0,0,41,2,31,963,1,2.01,0,1 
500,燃烧的蔬菜3,,策略塔防,中文,41℃,2014/7/24,1.0.0,道具收费,索乐软件,2.2以上,628,64,2,0,0,1,0,0,0,41,2,29,891,0,2.2,0,1 
501,舰队大作战,5,策略塔防,中文,41℃,2014/4/29,1.4.0,完全免费,"Triad Gene Software Co.,Ltd.",2.2以上,695,128,1,0,0,1,0,0,0,41,2,32,977,1,2.2,0,1 
502,弧光中队:回归(含数据包),7.9,飞行游戏,英文,41℃,2014/1/10,1.4,完全免费,Psyonix Studios,3.1以上,1056,597,1,1,1,0,1,0,0,41,2,35,1086,1,3.1,0,1 
503,灵魂穿越者:柏树女巫的诅咒完整版(含数据包),5.3,冒险解谜,中文,41℃,2013/12/7,1,完全免费,G5,2.3以上,1193,996,13,1,0,1,0,0,0,41,3,36,1120,1,2.3,0,1
504,浴火银河2(含数据包),8,射击游戏,英文,41℃,2013/12/7,1.0.4.7,完全免费,FISHLABS Entertainment GmbH,2.3以上,1272,302,4,1,1,0,1,0,0,41,3,36,1120,1,2.3,0,1 
505,黑暗势力:堕落王朝(含数据包),5.1,角色扮演,英文,41℃,2013/12/6,2.6.5,完全免费,Triniti Interactive Ltd.,2.2以上,934,434,6,1,0,0,1,0,0,41,3,36,1121,1,2.2,0,2 
506,鹰击长空(含数据包),5.2,飞行游戏,英文,41℃,2013/12/6,3.4.6,完全免费,Gameloft,2.0以上,1008,222,32,1,0,0,1,0,0,41,3,36,1121,1,2,0,3 
507,泽诺尼亚传奇3尘世的故事中文版,5.4,角色扮演,"中文, 韩文",41℃,2013/11/14,1.0.2,完全免费,GAMEVIL,2.1以上,1417,805,22,0,0,1,0,0,1,41,3,37,1143,1,2.1,0,1 
508,吵醒猫猫,5.2,益智休闲,英文,41℃,2013/10/23,1.0.0,完全免费,Chillingo,2.3以上,687,265,10,0,0,0,1,0,0,41,3,38,1165,1,2.3,0,1 
509,现代战争,5,策略塔防,中文,41℃,2013/9/27,1.18.3,完全免费,Gaijin Entertainment,2.3.3以上,615,172,2,0,0,1,0,0,0,41,3,39,1191,1,2.33,0,1 
510,燃烧的蔬菜,8,益智休闲,中文,41℃,2013/6/21,4.0.0,免费试玩,索乐软件,2.1以上,3760,0,2,0,1,1,0,0,0,41,3,42,1289,0,2.1,0,4 
511,海军航空战士完整版,5.3,飞行游戏,英文,41℃,2012/12/31,2.01,完全免费,RORTOS,2.2以上,791,124,3,0,0,0,1,0,0,41,4,48,1461,1,2.2,0,2 
512,真实足球2013高清离线版(含数据包),5.2,体育运动,中文,41℃,2012/11/10,1.0.3,完全免费,Gameloft,2.3以上,964,430,32,1,0,1,0,0,0,41,4,49,1512,1,2.3,0,1 
513,国际斯诺克,5,体育运动,英文,41℃,2012/11/10,2.3,完全免费,My Interactive,2.3以上,654,46,1,0,0,0,1,0,0,41,4,49,1512,1,2.3,0,2 
514,小鸡快跑2012,,益智休闲,英文,41℃,2012/9/17,3.2.0,完全免费,GIU GAME,2.1以上,643,3,1,0,0,0,1,0,0,41,4,51,1566,1,2.1,0,3 
515,快乐涂鸦,,益智休闲,英文,41℃,2012/8/23,2.7,完全免费,,2.0以上,614,8,0,0,0,0,1,0,0,41,4,52,1591,1,2,0,2 
516,拳皇13,5.3,格斗游戏,英文,41℃,2012/6/14,12.04.05,完全免费,G-Gee by GMO,2.1以上,848,40,1,0,0,0,1,0,0,41,4,54,1661,1,2.1,0,12
517,超炫3D隧道,5.1,益智休闲,英文,41℃,2012/5/9,2.5.45,完全免费,HyperBees,2.2以上,848,56,1,0,0,0,1,0,0,41,4,55,1697,1,2.2,0,2 
518,游击队鲍勃中文通用版,,射击游戏,中文,41℃,2012/3/12,1.3.1,完全免费,Chillingo,2.0.1以上,699,71,10,0,0,1,0,0,0,41,4,57,1755,1,2.01,0,1 
519,恶魔之地,4.8,冒险解谜,英文,41℃,2012/3/1,1,完全免费,ShyRatel,1.6以上,695,289,1,0,0,0,1,0,0,41,4,57,1766,1,1.6,0,1
520,小鸡快跑,5,益智休闲,英文,41℃,2011/8/18,1.1.2,完全免费,,2.1以上,800,6,0,0,0,0,1,0,0,41,5,64,1962,1,2.1,0,1 
521,魔剑镇魂曲英雄之泪,6.2,策略塔防,中文,41℃,2011/4/19,1.0.7,完全免费,,1.5以上,924,134,0,0,0,1,0,0,0,41,5,68,2083,1,1.5,0,1 
522,子弹力量(含数据包),7.1,射击游戏,"英文, 中文",40℃,2016/9/30,1,完全免费,Lucas Wilde,4.2以上,913,1424,1,1,0,1,1,0,0,40,0,3,92,1,4.2,0,1
523,疾风之刃:天空骑士团,7.9,角色扮演,中文,40℃,2016/9/27,2.29.3,完全免费,GAMEVIL,2.3.3以上,1510,1157,22,0,1,1,0,0,0,40,0,3,95,1,2.33,0,2 
524,猎鹿人2014,7.9,射击游戏,中文,40℃,2016/9/27,2.12.0,完全免费,Glu,3.0以上,6526,1195,38,0,1,1,0,0,0,40,0,3,95,1,3,0,2 
525,脑力游戏,6.8,益智休闲,中文,40℃,2016/9/18,1.9.1,完全免费,Memorado Gmbh,4.1以上,2224,841,1,0,0,1,0,0,0,40,0,3,104,1,4.1,0,1 
526,滑雪大冒险2,5.6,动作游戏,中文,40℃,2016/9/9,1.2.1,道具收费,游道易,2.3以上,658,55,4,0,0,1,0,0,0,40,0,3,113,0,2.3,0,1 
527,极限着陆专业版(含数据包),8.2,飞行游戏,"英文, 中文",40℃,2016/9/1,2.3,完全免费,RORTOS,4.0以上,1490,1112,3,1,1,1,1,0,0,40,0,3,121,1,4,0,2 
528,二战神鹰2:太平洋1942内购破解版,5.1,飞行游戏,英文,40℃,2014/7/28,1.22,完全免费,EpicForce Entertainment Ltd,2.3以上,668,132,1,0,0,0,1,0,0,40,2,29,887,1,2.3,0,1 
529,七彩祖玛2,5,益智休闲,英文,40℃,2016/7/26,1.2.4,完全免费,Ezjoy,2.3以上,572,47,3,0,0,0,1,0,0,40,0,5,158,1,2.3,0,1 
530,时尚跑酷,5.1,益智休闲,英文,40℃,2016/7/16,1.8,完全免费,PICTOSOFT Inc,2.3以上,680,39,1,0,0,0,1,0,0,40,0,5,168,1,2.3,0,1 
531,不可思议之路,6.7,益智休闲,英文,40℃,2016/5/20,1.2.4,完全免费,PIXELSONTOAST,4.0以上,1165,379,1,0,0,0,1,0,0,40,0,7,225,1,4,0,1 
532,NDS模拟器,5,游戏工具,英文,40℃,2016/2/17,47,完全免费,Jeffrey Quesnelle,2.3.3以上,668,50,1,0,0,0,1,0,0,40,0,10,318,1,2.33,0,47
533,英雄大作战X,7.9,格斗游戏,中文,40℃,2015/11/18,1.091,完全免费,Marti Wong,2.2以上,2932,597,1,0,1,1,0,0,0,40,1,13,409,1,2.2,0,1 
534,又是这关2,5.2,益智休闲,英文,40℃,2015/11/13,1.13,完全免费,IamTagir,2.3.3以上,1080,245,1,0,0,0,1,0,0,40,1,13,414,1,2.33,0,1 
535,荒野求生,7,益智休闲,英文,40℃,2015/9/16,1.4,完全免费,F84 Games,3.2以上,1080,111,1,0,0,0,1,0,0,40,1,15,472,1,3.2,1,1 
536,鼻涕猪完整版,6.9,益智休闲,英文,40℃,2014/4/16,1,完全免费,Revolutionary Concepts,2.3以上,781,442,1,0,0,0,1,0,0,40,2,32,990,1,2.3,0,1
537,方块拼凑,5.7,益智休闲,英文,40℃,2015/2/13,1,完全免费,Gameblyr,2.3以上,868,525,1,0,0,0,1,0,0,40,1,22,687,1,2.3,0,1
538,战地防御2完整版(含数据包),5.7,策略塔防,英文,40℃,2015/1/20,1.4.2,完全免费,ARTEM,2.3以上,832,251,1,1,0,0,1,0,0,40,1,23,711,1,2.3,0,1 
539,天天过马路,5.5,益智休闲,"英文, 中文",40℃,2014/12/29,1.1.11,完全免费,Hipster Whale,4.0.3以上,635,247,1,0,0,1,1,0,0,40,2,24,733,1,4.03,0,1 
540,3D模拟人生3免验证版(含数据包),7.8,模拟经营,英文,40℃,2014/8/19,1.5.21,完全免费,EA,2.1以上,2852,1046,28,1,1,0,1,0,0,40,2,28,865,1,2.1,0,1 
541,雷神2:黑暗世界破解版(含数据包),7.7,动作游戏,中文,40℃,2014/8/8,1.2.0,完全免费,Gameloft,2.3以上,1886,1795,32,1,1,1,0,0,0,40,2,28,876,1,2.3,0,1 
542,迷你农场,7.8,模拟经营,"中文, 韩文",40℃,2014/8/5,2.02.00,完全免费,Com2uS,2.2以上,1272,225,21,0,1,1,0,0,1,40,2,28,879,1,2.2,0,2 
543,天空猎人forKakao,,飞行游戏,英文,40℃,2014/3/21,3.3.0,完全免费,"WeMade Entertainment CO., LTD",2.3.3以上,530,32,2,0,0,0,1,0,0,40,2,33,1016,1,2.33,0,3 
544,超级网球大奖赛(含数据包),8.7,体育运动,中文,40℃,2013/12/6,4,完全免费,SEGA世嘉,2.3以上,4160,400,14,1,1,1,0,0,0,40,3,36,1121,1,2.3,0,4
545,攻城大战TD中文修改版(含数据包),,策略塔防,中文,40℃,2013/8/30,1.0.1,完全免费,Crescent Moon,2.2以上,829,461,8,1,0,1,0,0,0,40,3,40,1219,1,2.2,0,1 
546,宫爆老奶奶季节版,5,动作游戏,中文,40℃,2013/10/31,1.4.0,道具收费,热酷,2.2以上,661,39,2,0,0,1,0,0,0,40,3,38,1157,0,2.2,0,1 
547,离子苍穹完整版,5.1,飞行游戏,英文,40℃,2013/6/27,2.9.6,完全免费,Spikepit Games,2.2以上,572,110,1,0,0,0,1,0,0,40,3,42,1283,1,2.2,1,2 
548,热血与荣耀(含数据包),5.2,格斗游戏,英文,40℃,2012/9/1,1.1.6,完全免费,Glu,2.1以上,758,58,38,1,0,0,1,0,0,40,4,51,1582,1,2.1,0,1 
549,监狱逃脱,,益智休闲,英文,40℃,2012/8/14,1.2.1.1,完全免费,IzumiArtisan,2.1以上,641,43,1,0,0,0,1,0,0,40,4,52,1600,1,2.1,0,1 
550,弗雷德高空坠落,,益智休闲,英文,40℃,2012/5/25,1.0.16,完全免费,Dedalord,2.2以上,968,40,2,0,0,0,1,0,0,40,4,55,1681,1,2.2,0,1 
551,死亡奔跑,,益智休闲,英文,40℃,2012/5/15,1.4.4,完全免费,Distinctive Wireless Inc.,1.6以上,530,63,1,0,0,0,1,0,0,40,4,55,1691,1,1.6,0,1 
552,艾德温娜传说,,角色扮演,"英文, 韩文",40℃,2012/5/9,1.0.1,完全免费,GAMEVIL,2.1以上,592,176,22,0,0,0,1,0,1,40,4,55,1697,1,2.1,0,1 
553,战斗精灵HD汉化版,4.8,角色扮演,中文,40℃,2012/5/2,1,完全免费,,2.1以上,948,170,0,0,0,1,0,0,0,40,4,55,1704,1,2.1,0,1
554,帝国战争,5,策略塔防,中文,40℃,2012/2/23,1.02,完全免费,BiCORE,2.1以上,912,76,3,0,0,1,0,0,0,40,4,58,1773,1,2.1,0,1 
